PRESENTS WITH CONFIDENCE,0,SPIRAL 2- PRESENTATION,NOTES:
PROJECT DESCRIPTION - DESCRIBES HOW SPIRAL 2 RELATES,0,,100% = excellent
CLEARLY DESCRIBES OBJECTIVE OF SPIRAL 2,0,,75% = very Good
PRESENTS OUTCOMES & SOLUTIONS,0,,50% = lacking detail
PRESENTS NEXT STEPS,0,,
FOLLOWS PECHA KUCHA FORMAT,0,, 
PREPARED TO PRESENT ON DATE,0,,
ILLUSTRATES RESEARCH IN PROBLEM SOLVING,0,, 
DESCRIBES MATERIALS & TOOLS,0,, 
PRESENTS TECHNICAL PARAMETERS ,0,, 
CLARITY & QUALITY OF IMAGES,0,,
QUALITY OF SLIDES - NO TEXT,0,,
USES SLIDES TO GUIDE PRESENTATION - NOT READING,0,,
SLIDES ARE DIVERSE & NOT REPETITIVE,0,,
DOCUMENTATION DEMONSTRATES EXPERIMENTATION,0,,
USES THE RIGHT TERMINOLOGY,0,,
CREDITS SOURCES OF HELP OR INFORMATION,0,,
,0%,,
